timestamp_s,power_w
0.000001,71.726
0.050108,75.055
0.100209,75.055
0.150342,72.685
0.200458,72.685
0.250560,72.649
0.300661,72.649
0.350779,72.604
0.400898,72.604
0.451022,72.694
0.501132,72.694
0.551251,73.008
0.601371,73.008
0.651485,73.287
0.701643,73.287
0.751775,73.53
0.801932,73.53
0.852056,73.651
0.902168,73.651
0.952280,73.714
1.002393,73.714
1.052508,73.408
1.102617,73.408
1.152742,72.854
1.202850,72.854
1.252959,72.922
1.303072,72.922
1.353189,72.999
1.403297,72.999
1.453413,72.963
1.503519,72.963
1.553634,72.846
1.603738,72.846
1.653841,72.751
1.703949,72.751
1.754069,72.63
1.804194,72.63
1.854321,72.396
1.904434,72.396
1.954555,72.221
2.004688,72.221
2.054815,72.401
2.104926,72.401
2.155052,73.167
2.205170,73.167
2.255282,73.257
2.305389,73.257
2.355497,72.305
2.405604,72.305
2.455718,72.323
2.505851,72.323
2.555972,72.17
2.606148,72.17
2.656269,72.192
2.706384,72.192
2.756508,72.027
2.806628,72.027
2.856750,71.801
2.906864,71.801
2.956963,71.563
3.007072,71.563
3.057186,71.432
3.107316,71.432
3.157447,71.513
3.207563,71.513
3.257701,71.355
3.307811,71.355
3.357918,72.256
3.408022,72.256
3.458132,73.086
3.508243,73.086
3.558348,72.226
3.608448,72.226
3.658550,71.361
3.708655,71.361
3.758776,71.285
3.808896,71.285
3.859011,71.06
3.909124,71.06
3.959242,70.939
4.009344,70.939
4.059444,70.975
4.109548,70.975
4.159657,71.031
4.209783,71.031
4.259894,70.954
4.310001,70.954
4.360100,71.498
4.410206,71.498
4.460497,71.426
4.510605,71.426
4.560709,71.683
4.610827,71.683
4.660932,72.538
4.711043,72.538
4.761148,72.678
4.811258,72.678
4.861358,71.519
4.911459,71.519
4.961567,71.622
5.011683,71.622
5.061821,71.703
5.111940,71.703
5.162067,71.685
5.212178,71.685
5.262284,71.764
5.312393,71.764
5.362496,71.863
5.412602,71.863
5.462711,71.571
5.512822,71.571
5.562923,71.751
5.613027,71.751
5.663189,71.89
5.713293,71.89
5.763395,71.76
5.813497,71.76
5.863610,72.138
5.913710,72.138
5.963815,72.036
6.013925,72.036
6.064034,72.036
6.114148,72.036
6.164263,72.036
6.214370,72.036
6.264478,72.103
6.314583,72.103
6.364692,72.063
6.414805,72.063
6.464920,71.951
6.515027,71.951
6.565130,72.081
6.615233,72.081
6.665344,71.968
6.715459,71.968
6.765573,71.929
6.815684,71.929
6.865807,71.857
6.915920,71.857
6.966029,71.569
7.016149,71.569
7.066265,71.488
7.116372,71.488
7.166495,71.421
7.216615,71.421
7.266733,71.502
7.316847,71.502
7.366970,71.444
7.417084,71.444
7.467201,71.489
7.517318,71.489
7.567445,71.583
7.617561,71.583
7.667685,71.592
7.717815,71.592
7.767944,71.624
7.818087,71.624
7.868224,71.543
7.918345,71.543
7.968456,71.561
8.018577,71.561
8.068694,71.597
8.118824,71.597
8.168947,71.633
8.219065,71.633
8.269183,71.708
8.319295,71.708
8.369405,71.686
8.419517,71.686
8.469640,71.739
8.519776,71.739
8.569903,71.713
8.620024,71.713
8.670147,71.65
8.720264,71.65
8.770393,71.556
8.820521,71.556
8.870654,71.52
8.920820,71.52
8.970953,71.398
9.021077,71.398
9.071196,71.497
9.121315,71.497
9.171445,71.581
9.221567,71.581
9.271684,71.602
9.321805,71.602
9.371923,71.548
9.422039,71.548
9.472178,71.571
9.522305,71.571
9.572431,71.589
9.622717,71.589
9.672847,71.584
9.722981,71.584
9.773125,71.634
9.823289,71.634
9.873451,71.651
9.923591,71.651
9.973729,71.894
10.023858,71.894
10.073991,71.939
10.124114,71.939
10.174240,72.029
10.224382,72.029
10.274526,71.876
10.324649,71.876
10.374797,72.047
10.424912,72.047
10.475047,72.074
10.525172,72.074
10.575301,72.029
10.625423,72.029
10.675547,71.975
10.725737,71.975
10.775864,71.984
10.825987,71.984
10.876113,71.997
10.926240,71.997
10.976354,71.984
11.026464,71.984
11.076572,71.881
11.126695,71.881
11.176817,71.823
11.226945,71.823
11.277110,71.665
11.327236,71.665
11.377361,71.752
11.427487,71.752
11.477612,71.653
11.527729,71.653
11.577863,71.68
11.627979,71.68
11.678121,71.716
11.728254,71.716
11.778407,71.72
11.828621,71.72
11.878813,71.693
11.928963,71.693
11.979119,71.662
12.029255,71.662
12.079374,71.689
12.129484,71.689
12.179602,71.621
12.229719,71.621
12.279832,71.742
12.329939,71.742
12.380052,71.846
12.430168,71.846
12.480286,71.867
12.530409,71.867
12.580567,71.939
12.630692,71.939
12.680813,71.948
12.730924,71.948
12.781051,71.921
12.831162,71.921
12.881261,71.944
12.931370,71.944
12.981481,71.976
13.031605,71.976
13.081744,72.029
13.131875,72.029
13.182007,72.021
