timestamp_s,power_w
0.000002,73.263
0.050151,73.263
0.100298,73.43
0.150461,73.43
0.200597,72.99
0.250717,72.99
0.300843,72.748
0.350967,72.748
0.401101,72.538
0.451228,72.538
0.501367,72.394
0.551495,72.394
0.601618,72.645
0.652021,72.645
0.702152,72.511
0.752270,72.511
0.802412,72.735
0.852563,72.735
0.902687,73.345
0.952806,73.345
1.002927,73.611
1.053025,73.611
1.103151,73.494
1.153269,73.494
1.203397,73.117
1.253507,73.117
1.303605,73.633
1.353706,73.633
1.403831,73.323
1.453957,73.323
1.504101,72.811
1.554218,72.811
1.604333,72.73
1.654450,72.73
1.704559,72.757
1.754678,72.757
