timestamp_s,power_w
0.000003,48.905
0.050126,52.878
0.100237,52.878
0.150345,56.662
0.200456,56.662
0.250567,60.65
0.300675,60.65
0.350783,64.562
0.400894,64.562
0.451008,68.561
0.501113,68.561
0.551214,71.58
0.601330,71.58
0.651441,74.15
0.701584,74.15
0.751724,72.535
0.801847,72.535
0.852033,72.774
0.902151,72.774
0.952251,73.012
1.002351,73.012
1.052456,73.25
1.102607,73.25
1.152740,73.358
1.203014,73.358
1.253142,73.682
1.303302,73.682
1.353459,73.601
1.403572,73.601
1.453679,73.619
1.503784,73.619
1.553882,73.389
1.603992,73.389
1.654101,73.407
1.704203,73.407
1.754307,73.551
1.804418,73.551
1.854523,73.505
1.904633,73.505
1.954734,73.334
2.004845,73.334
2.054965,73.334
2.105076,73.334
2.155184,73.302
2.205286,73.302
2.255402,73.428
2.305520,73.428
2.355655,73.424
2.405899,73.424
2.456007,73.28
2.506112,73.28
2.556216,73.177
2.606324,73.177
2.656426,73.141
2.706527,73.141
2.756626,73.131
2.806728,73.131
2.856838,73.101
2.906937,73.101
2.957063,72.696
3.007174,72.696
3.057283,72.727
3.107387,72.727
3.157490,72.53
3.207595,72.53
3.257704,72.391
3.307809,72.391
3.357912,72.364
3.408020,72.364
3.458128,72.386
3.508236,72.386
3.558376,72.35
3.608490,72.35
3.658596,72.386
3.708698,72.386
3.758803,72.211
3.808908,72.211
3.859039,72.334
3.909152,72.334
3.959259,72.911
4.009360,72.911
4.059474,72.66
4.109587,72.66
4.159710,71.369
4.209834,71.369
4.259973,71.341
4.310101,71.341
4.360228,71.261
4.410371,71.261
4.460489,71.149
4.510608,71.149
4.560756,71.113
4.610900,71.113
4.661021,71.185
4.711127,71.185
4.761247,71.244
4.811375,71.244
4.861501,71.607
4.911613,71.607
4.961724,71.855
5.011828,71.855
5.061968,71.684
5.112091,71.684
5.162201,71.639
5.212321,71.639
5.262442,71.63
5.312551,71.63
5.362669,71.59
5.412782,71.59
5.462916,71.675
5.513032,71.675
5.563146,71.85
5.613271,71.85
5.663402,71.626
5.713513,71.626
5.763622,71.68
5.813736,71.68
5.863905,71.693
5.914031,71.693
5.964138,71.658
6.014235,71.658
6.064351,71.82
6.114456,71.82
6.164567,72.0
6.214672,72.0
6.264789,72.162
6.314929,72.162
6.365089,72.513
6.415216,72.513
6.465341,71.492
6.515438,71.492
6.565531,71.343
6.615647,71.343
6.665789,71.011
6.715915,71.011
6.766029,71.343
6.816135,71.343
6.866332,71.208
6.916437,71.208
6.966561,71.311
7.016696,71.311
7.066830,71.351
7.116991,71.351
7.167130,71.63
7.217416,71.63
7.267549,71.909
7.317659,71.909
7.367770,71.855
7.417876,71.855
7.467999,72.044
7.518103,72.044
7.568208,72.257
7.618328,72.257
7.668450,72.221
7.718559,72.221
7.768673,72.199
7.818783,72.199
7.868896,72.109
7.918999,72.109
7.969111,72.406
8.019215,72.406
8.069331,72.137
8.119448,72.137
8.169566,72.123
8.219713,72.123
8.269823,72.024
8.319927,72.024
8.370073,72.114
8.420194,72.114
8.470337,72.276
8.520463,72.276
8.570585,72.046
8.620716,72.046
8.670855,72.19
8.720985,72.19
8.771100,72.398
8.821215,72.398
8.871346,72.739
8.921454,72.739
8.971564,72.703
9.021671,72.703
9.071773,72.577
9.121883,72.577
9.171997,72.689
9.222119,72.689
9.272276,72.666
9.322387,72.666
9.372510,72.742
9.422660,72.742
9.473267,72.692
9.523402,72.692
9.573533,72.503
9.623648,72.539
9.673769,72.539
9.723889,72.917
9.774013,72.917
9.824126,72.737
9.874243,72.737
9.924346,72.589
9.974460,72.589
10.024566,72.634
10.074666,72.634
10.124775,72.463
10.174891,72.463
10.224998,72.463
10.275099,72.54
10.325222,72.54
10.375380,72.436
10.425493,71.977
