timestamp_s,power_w
0.000001,39.655
0.050164,41.911
0.100334,41.911
0.150500,43.111
0.200668,43.111
0.250808,45.064
0.300973,45.064
0.351161,45.89
0.401315,45.89
0.451461,47.247
0.501601,47.247
0.551791,61.899
0.601956,61.899
0.652112,62.336
0.702278,62.336
0.752428,69.407
0.802582,69.407
0.853558,71.143
0.903725,71.143
0.953890,70.221
1.004105,70.221
1.054308,70.347
1.104519,70.347
1.154670,69.911
1.204843,69.911
1.255025,71.426
1.305172,71.426
1.355324,69.734
1.405538,69.734
1.455685,71.134
1.505835,71.134
1.556058,70.098
1.606230,70.098
1.656415,69.765
1.706571,69.765
1.756731,70.787
1.806897,70.787
1.857063,69.45
1.907262,69.45
1.957415,70.279
2.007568,70.279
2.057754,70.85
2.107925,70.85
2.158073,70.864
2.208219,70.864
2.258833,71.539
2.308978,71.539
2.359133,69.985
2.409398,69.985
2.459567,71.147
2.509728,71.147
2.559960,70.778
2.610122,70.778
2.660287,71.67
2.710447,71.67
2.760773,72.466
2.811801,72.466
2.861953,70.948
2.912086,70.948
2.962268,71.979
3.012402,71.979
3.062532,72.694
3.112919,72.694
3.163062,71.886
3.213202,71.886
3.263355,72.358
3.313499,72.358
3.363633,70.594
3.413761,70.594
3.464179,71.671
3.514311,71.671
3.564457,71.626
3.614603,71.626
3.664740,71.497
3.714878,71.497
3.765019,72.095
3.815181,72.095
3.865316,70.762
3.915497,70.762
3.965630,72.272
4.015788,72.272
4.065942,71.349
4.116079,71.349
4.166265,70.754
4.216414,70.754
4.266541,71.46
4.316757,71.46
4.367733,70.356
4.417900,70.356
4.468037,72.206
4.518261,72.206
4.568418,71.056
4.618576,71.056
4.668763,70.961
4.718916,70.961
4.769065,71.577
4.819892,71.577
4.870025,70.233
4.920171,70.233
4.970318,71.664
5.020507,71.664
5.070849,69.989
5.121003,69.989
5.171601,70.903
5.221750,71.479
5.271897,71.479
5.322037,69.776
5.372184,69.776
5.422330,70.614
5.472486,70.614
5.522653,69.484
5.572818,69.484
5.622990,70.328
5.673152,70.328
5.723359,70.967
5.773525,70.967
5.823671,69.735
5.874033,69.735
5.924190,70.989
5.974355,70.989
6.024551,69.44
6.074700,69.44
6.124863,70.428
6.175071,70.428
6.225267,71.062
6.275420,71.062
6.325582,69.661
6.375821,69.661
6.425989,71.36
6.476142,71.36
6.526307,70.279
6.576459,70.279
6.626622,70.567
6.676786,70.567
6.726960,71.318
6.777106,71.318
6.827290,69.959
6.877849,69.959
6.928003,71.155
6.978150,71.155
7.028327,70.087
7.078839,70.087
7.129002,70.893
7.179154,70.893
7.229433,71.607
7.279592,71.607
7.329792,69.807
7.380087,69.807
7.430366,71.054
7.480517,71.054
7.530713,69.901
7.581548,69.901
7.631737,70.6
7.681896,70.6
7.732078,71.356
7.782272,71.356
7.832423,69.696
7.882618,69.696
7.932790,70.349
7.982920,70.349
8.033061,70.404
8.083211,70.404
8.133389,69.867
8.183535,69.867
8.233725,69.732
8.283868,69.732
8.334031,69.679
8.384187,69.679
8.434331,69.94
8.484479,69.94
8.534711,69.346
8.584855,69.346
8.635055,70.462
8.685198,70.462
8.735385,69.548
8.785562,69.548
8.835717,68.8
8.885858,68.8
8.936017,70.538
8.986166,70.538
9.036313,69.645
9.086495,69.645
9.136755,69.231
9.186965,69.231
9.237113,70.97
9.287280,70.97
9.337538,71.029
9.387682,71.029
9.437829,71.204
9.488274,71.204
9.538435,71.126
9.588586,71.126
9.638730,71.437
9.688939,71.437
9.739092,70.596
9.789259,70.596
9.839550,71.448
9.889723,71.448
9.939930,72.227
9.990127,72.227
10.040294,70.525
10.090456,70.525
10.140619,71.457
10.190803,71.457
10.240965,71.957
10.291175,71.957
10.341404,70.538
10.391568,70.538
10.441806,71.06
10.492378,71.06
10.542536,70.376
10.592691,70.376
10.642863,71.247
10.693078,71.247
10.743261,71.594
10.793418,71.594
10.843642,70.751
10.893815,70.751
10.943962,70.868
10.994144,70.868
11.044305,70.935
11.094531,70.935
11.144749,70.782
11.194942,70.782
11.245162,70.958
11.295433,70.958
11.346499,70.949
11.396660,70.949
11.446818,71.669
11.497002,71.669
11.547179,71.899
11.597398,71.899
11.647586,70.759
11.697761,70.759
11.747922,70.79
11.798264,70.79
11.848411,70.907
11.898666,70.907
11.949417,70.778
11.999569,70.778
12.049702,70.682
12.099887,70.682
12.150046,70.566
12.200205,70.566
12.250384,70.731
12.300547,70.731
12.350695,70.483
12.400845,70.483
